%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
136453720093,681,136403717041,map,18.446205139160156,-6.80158805847168,0.0,0.0,0.0,0.035574693232774734,0.9993669986724854
136603729248,682,136603729248,map,18.413806915283203,-6.795724868774414,0.0,0.0,0.0,0.017810210585594177,0.9998413920402527
136853744507,683,136803741455,map,18.383304595947266,-6.822013854980469,0.0,0.0,0.0,-0.005639197304844856,0.999984085559845
137053756714,684,137003753662,map,18.376636505126953,-6.938385009765625,0.0,0.0,0.0,-0.02445540577173233,0.9997009038925171
137253768921,685,137203765869,map,18.370468139648438,-7.052711486816406,0.0,0.0,0.0,-0.024466369301080704,0.999700665473938
137453781128,686,137403778076,map,18.365234375,-7.166990280151367,0.0,0.0,0.0,-0.024441104382276535,0.9997012615203857
137653793335,687,137603790283,map,18.356178283691406,-7.280418395996094,0.0,0.0,0.0,-0.023805666714906693,0.999716579914093
137803802490,688,137803802490,map,18.347347259521484,-7.390447616577148,0.0,0.0,0.0,-0.05469539389014244,0.9985030889511108
138053817749,689,138003814697,map,18.311500549316406,-7.39893913269043,0.0,0.0,0.0,-0.06872159987688065,0.9976359009742737
138253829956,690,138203826904,map,18.243576049804688,-7.381021499633789,0.0,0.0,0.0,-0.07452715188264847,0.9972189664840698
138453842163,691,138403839111,map,18.178653717041016,-7.364938735961914,0.0,0.0,0.0,-0.07629212737083435,0.9970855116844177
138653854370,692,138603851318,map,18.14096450805664,-7.434789657592773,0.0,0.0,0.0,-0.0769781842827797,0.9970327615737915
138853866577,693,138803863525,map,18.117938995361328,-7.555376052856445,0.0,0.0,0.0,-0.07320421189069748,0.9973169565200806
139053878784,694,139003875732,map,18.099872589111328,-7.667625427246094,0.0,0.0,0.0,-0.07143335789442062,0.9974453449249268
139253890991,695,139203887939,map,18.080951690673828,-7.768909454345703,0.0,0.0,0.0,-0.07479985803365707,0.9971985816955566
139453903198,696,139403900146,map,18.070049285888672,-7.875284194946289,0.0,0.0,0.0,-0.07413365691900253,0.9972482919692993
139603912354,697,139603912354,map,18.054298400878906,-7.985799789428711,0.0,0.0,0.0,-0.07371804863214493,0.9972791075706482
139853927612,698,139803924561,map,18.04418182373047,-8.097526550292969,0.0,0.0,0.0,-0.07435501366853714,0.9972318410873413
140053939819,699,140003936768,map,18.028278350830078,-8.215309143066406,0.0,0.0,0.0,-0.07410465180873871,0.997250497341156
140253952026,700,140203948975,map,18.01883316040039,-8.330259323120117,0.0,0.0,0.0,-0.0748424082994461,0.9971953630447388
140453964233,701,140403961182,map,17.963001251220703,-8.439651489257812,0.0,0.0,0.0,-0.09711281210184097,0.9952733516693115
140603973389,702,140603973389,map,17.832576751708984,-8.613748550415039,0.0,0.0,0.0,-0.09621201455593109,0.9953608512878418
140853988647,703,140803985596,map,17.835079193115234,-8.716339111328125,0.0,0.0,0.0,-0.09812670946121216,0.9951739311218262
141054000854,704,141003997803,map,17.798439025878906,-8.856119155883789,0.0,0.0,0.0,-0.09834618121385574,0.9951522350311279
141254013062,705,141204010010,map,17.80105972290039,-8.97728157043457,0.0,0.0,0.0,-0.10068602859973907,0.9949182271957397
141404022217,706,141404022217,map,17.749183654785156,-9.047821044921875,0.0,0.0,0.0,-0.08807048946619034,0.9961142539978027
141654037476,707,141604034424,map,17.72832489013672,-9.165660858154297,0.0,0.0,0.0,-0.1062905490398407,0.9943351149559021
141804046631,708,141804046631,map,17.701087951660156,-9.281009674072266,0.0,0.0,0.0,-0.12374373525381088,0.9923142194747925
142054061890,709,142004058838,map,17.643577575683594,-9.401819229125977,0.0,0.0,0.0,-0.12147194892168045,0.992594838142395
142204071045,710,142204071045,map,17.668277740478516,-9.498674392700195,0.0,0.0,0.0,-0.14180564880371094,0.9898945093154907
142454086304,711,142404083252,map,17.704029083251953,-9.669559478759766,0.0,0.0,0.0,-0.15551716089248657,0.9878332018852234
142654098511,712,142604095459,map,17.658424377441406,-9.792174339294434,0.0,0.0,0.0,-0.15632306039333344,0.9877060055732727
142854110718,713,142804107666,map,17.624042510986328,-9.90029525756836,0.0,0.0,0.0,-0.15662941336631775,0.9876574277877808
143054122925,714,143004119873,map,17.587276458740234,-10.006091117858887,0.0,0.0,0.0,-0.15663035213947296,0.9876573085784912
143204132080,715,143204132080,map,17.55304718017578,-10.11441707611084,0.0,0.0,0.0,-0.1567346751689911,0.9876407384872437
